10 0.000158114
10 0.000316228
10 0.000474342
10 0.000632456
10 0.000790569
10 0.000948683
10 0.0011068
10 0.00126491
10 0.00142302
10 0.00158114
10 0.00173925
10 0.00189737
10 0.00205548
10 0.00221359
10 0.00237171
10 0.00252982
10 0.00268794
10 0.00284605
10 0.00300416
10 0.00316228
10 0.00332039
10 0.00347851
10 0.00363662
10 0.00379473
10 0.00395285
10 0.00411096
10 0.00426907
10 0.00442719
10 0.0045853
10 0.00474342
10 0.00490153
10 0.00505964
9.99999 0.00521776
9.99999 0.00537587
9.99999 0.00553398
9.99999 0.0056921
9.99999 0.00585021
9.99999 0.00600833
9.99999 0.00616644
9.99999 0.00632455
9.99999 0.00648267
9.99999 0.00664078
9.99999 0.0067989
9.99999 0.00695701
9.99999 0.00711512
9.99999 0.00727324
9.99999 0.00743135
9.99999 0.00758946
9.99999 0.00774758
9.99999 0.00790569
9.99999 0.0080638
9.99999 0.00822192
9.99999 0.00838003
9.99999 0.00853815
9.99999 0.00869626
9.99998 0.00885437
9.99998 0.00901249
9.99998 0.0091706
9.99998 0.00932871
9.99998 0.00948683
9.99998 0.00964494
9.99998 0.00980305
9.99998 0.00996117
9.99998 0.0101193
9.99998 0.0102774
9.99998 0.0104355
9.99998 0.0105936
9.99998 0.0107517
9.99998 0.0109098
9.99998 0.011068
9.99998 0.0112261
9.99997 0.0113842
9.99997 0.0115423
9.99997 0.0117004
9.99997 0.0118585
9.99997 0.0120166
9.99997 0.0121748
9.99997 0.0123329
9.99997 0.012491
9.99997 0.0126491
9.99997 0.0128072
9.99997 0.0129653
9.99997 0.0131234
9.99997 0.0132816
9.99996 0.0134397
9.99996 0.0135978
9.99996 0.0137559
9.99996 0.013914
9.99996 0.0140721
9.99996 0.0142302
9.99996 0.0143883
9.99996 0.0145465
9.99996 0.0147046
9.99996 0.0148627
9.99996 0.0150208
9.99995 0.0151789
9.99995 0.015337
9.99995 0.0154951
9.99995 0.0156532
9.99995 0.0158114
9.99995 0.0159695
9.99995 0.0161276
9.99995 0.0162857
9.99995 0.0164438
9.99995 0.0166019
9.99994 0.01676
9.99994 0.0169182
9.99994 0.0170763
9.99994 0.0172344
9.99994 0.0173925
9.99994 0.0175506
9.99994 0.0177087
9.99994 0.0178668
9.99994 0.0180249
9.99993 0.0181831
9.99993 0.0183412
9.99993 0.0184993
9.99993 0.0186574
9.99993 0.0188155
9.99993 0.0189736
9.99993 0.0191317
9.99993 0.0192898
9.99992 0.019448
9.99992 0.0196061
9.99992 0.0197642
9.99992 0.0199223
9.99992 0.0200804
9.99992 0.0202385
9.99992 0.0203966
9.99992 0.0205547
9.99991 0.0207129
9.99991 0.020871
9.99991 0.0210291
9.99991 0.0211872
